YEAR	JURISDICTION	LOCATION	AGE_GROUP	METRIC	DETECTION_METHOD	FINES
2009	QLD	All regions	All ages	mobile_phone_use	Police issued	33352
2009	SA	All regions	All ages	mobile_phone_use	Police issued	14167
2009	TAS	All regions	All ages	mobile_phone_use	Police issued	5665
2009	VIC	All regions	All ages	mobile_phone_use	Police issued	53101
2009	WA	All regions	All ages	mobile_phone_use	Police issued	14804
2010	ACT	All regions	All ages	mobile_phone_use	Police issued	2407
2010	NSW	All regions	All ages	mobile_phone_use	Police issued	51104
2010	NT	All regions	All ages	mobile_phone_use	Police issued	998
2010	QLD	All regions	All ages	mobile_phone_use	Police issued	33013
2010	SA	All regions	All ages	mobile_phone_use	Police issued	14139
2010	TAS	All regions	All ages	mobile_phone_use	Police issued	3735
2010	VIC	All regions	All ages	mobile_phone_use	Police issued	54728
2010	WA	All regions	All ages	mobile_phone_use	Police issued	11705
2011	ACT	All regions	All ages	mobile_phone_use	Police issued	2284
2011	NSW	All regions	All ages	mobile_phone_use	Police issued	46714
2011	NT	All regions	All ages	mobile_phone_use	Police issued	729
2011	QLD	All regions	All ages	mobile_phone_use	Police issued	30389
2011	SA	All regions	All ages	mobile_phone_use	Police issued	13402
2011	TAS	All regions	All ages	mobile_phone_use	Police issued	3241
2011	VIC	All regions	All ages	mobile_phone_use	Police issued	52630
2011	WA	All regions	All ages	mobile_phone_use	Police issued	10485
2012	ACT	All regions	All ages	mobile_phone_use	Police issued	1722
2012	NSW	All regions	All ages	mobile_phone_use	Police issued	42900
2012	NT	All regions	All ages	mobile_phone_use	Police issued	722
2012	QLD	All regions	All ages	mobile_phone_use	Police issued	28548
2012	SA	All regions	All ages	mobile_phone_use	Police issued	11623
2012	TAS	All regions	All ages	mobile_phone_use	Police issued	2141
2012	VIC	All regions	All ages	mobile_phone_use	Police issued	61497
2012	WA	All regions	All ages	mobile_phone_use	Police issued	17822
2013	ACT	All regions	All ages	mobile_phone_use	Police issued	1356
2013	NSW	All regions	All ages	mobile_phone_use	Police issued	33514
2013	NT	All regions	All ages	mobile_phone_use	Police issued	1058
2013	QLD	All regions	All ages	mobile_phone_use	Police issued	27998
2013	SA	All regions	All ages	mobile_phone_use	Police issued	12560
2013	TAS	All regions	All ages	mobile_phone_use	Police issued	2914
2013	VIC	All regions	All ages	mobile_phone_use	Police issued	52452
2013	WA	All regions	All ages	mobile_phone_use	Police issued	14563
2014	ACT	All regions	All ages	mobile_phone_use	Police issued	1115
2014	NSW	All regions	All ages	mobile_phone_use	Police issued	34952
2014	NT	All regions	All ages	mobile_phone_use	Police issued	517
2014	QLD	All regions	All ages	mobile_phone_use	Police issued	25068
2014	SA	All regions	All ages	mobile_phone_use	Police issued	11886
2014	TAS	All regions	All ages	mobile_phone_use	Police issued	3256
2014	VIC	All regions	All ages	mobile_phone_use	Police issued	41448
2014	WA	All regions	All ages	mobile_phone_use	Police issued	14377
2015	ACT	All regions	All ages	mobile_phone_use	Police issued	873
2015	NSW	All regions	All ages	mobile_phone_use	Police issued	37989
2015	NT	All regions	All ages	mobile_phone_use	Police issued	492
2015	QLD	All regions	All ages	mobile_phone_use	Police issued	23048
2015	SA	All regions	All ages	mobile_phone_use	Police issued	12446
2015	TAS	All regions	All ages	mobile_phone_use	Police issued	3273
2015	VIC	All regions	All ages	mobile_phone_use	Police issued	33598
2015	WA	All regions	All ages	mobile_phone_use	Police issued	16666
2016	ACT	All regions	All ages	mobile_phone_use	Police issued	1120
2016	NSW	All regions	All ages	mobile_phone_use	Police issued	38918
2016	NT	All regions	All ages	mobile_phone_use	Police issued	535
2016	QLD	All regions	All ages	mobile_phone_use	Police issued	17213
2016	SA	All regions	All ages	mobile_phone_use	Police issued	11153
2016	TAS	All regions	All ages	mobile_phone_use	Police issued	3191
2016	VIC	All regions	All ages	mobile_phone_use	Police issued	27925
2016	WA	All regions	All ages	mobile_phone_use	Police issued	14926
2017	ACT	All regions	All ages	mobile_phone_use	Police issued	1299
2017	NSW	All regions	All ages	mobile_phone_use	Police issued	41020
2017	NT	All regions	All ages	mobile_phone_use	Police issued	546
2017	QLD	All regions	All ages	mobile_phone_use	Police issued	15043
2017	SA	All regions	All ages	mobile_phone_use	Police issued	11252
2017	TAS	All regions	All ages	mobile_phone_use	Police issued	2738
2017	VIC	All regions	All ages	mobile_phone_use	Police issued	29293
2017	WA	All regions	All ages	mobile_phone_use	Police issued	16718
2018	ACT	All regions	All ages	mobile_phone_use	Police issued	1399
2018	NSW	All regions	All ages	mobile_phone_use	Police issued	37653
2018	NT	All regions	All ages	mobile_phone_use	Police issued	861
2018	QLD	All regions	All ages	mobile_phone_use	Police issued	12828
2018	SA	All regions	All ages	mobile_phone_use	Police issued	8471
2018	TAS	All regions	All ages	mobile_phone_use	Police issued	2614
2018	VIC	All regions	All ages	mobile_phone_use	Police issued	32458
2018	WA	All regions	All ages	mobile_phone_use	Police issued	17697
2019	ACT	All regions	All ages	mobile_phone_use	Police issued	1098
2019	NSW	All regions	All ages	mobile_phone_use	Police issued	25463
2019	NT	All regions	All ages	mobile_phone_use	Police issued	760
2019	QLD	All regions	All ages	mobile_phone_use	Police issued	11580
2019	SA	All regions	All ages	mobile_phone_use	Police issued	7567
2019	TAS	All regions	All ages	mobile_phone_use	Police issued	2355
2019	VIC	All regions	All ages	mobile_phone_use	Police issued	36694
2019	WA	All regions	All ages	mobile_phone_use	Police issued	11850
2020	ACT	All regions	All ages	mobile_phone_use	Police issued	812
2020	NSW	All regions	All ages	mobile_phone_use	Police issued	12878
2020	NSW	All regions	All ages	mobile_phone_use	Fixed or mobile camera	138847
2020	NT	All regions	All ages	mobile_phone_use	Police issued	380
2020	QLD	All regions	All ages	mobile_phone_use	Police issued	4823
2020	SA	All regions	All ages	mobile_phone_use	Police issued	6325
2020	TAS	All regions	All ages	mobile_phone_use	Police issued	1966
2020	VIC	All regions	All ages	mobile_phone_use	Police issued	21231
2020	WA	All regions	All ages	mobile_phone_use	Police issued	7889
2021	ACT	All regions	All ages	mobile_phone_use	Police issued	544
2021	NSW	All regions	All ages	mobile_phone_use	Police issued	10360
2021	NSW	All regions	All ages	mobile_phone_use	Fixed or mobile camera	163722
2021	NT	All regions	All ages	mobile_phone_use	Police issued	309
2021	QLD	All regions	All ages	mobile_phone_use	Police issued	3973
2021	QLD	All regions	All ages	mobile_phone_use	Fixed or mobile camera	14574
2021	SA	All regions	All ages	mobile_phone_use	Police issued	4799
2021	TAS	All regions	All ages	mobile_phone_use	Police issued	2328
2021	VIC	All regions	All ages	mobile_phone_use	Police issued	15562
2021	WA	All regions	All ages	mobile_phone_use	Police issued	4909
2022	ACT	All regions	All ages	mobile_phone_use	Police issued	374
2022	NSW	All regions	All ages	mobile_phone_use	Police issued	12904
2022	NSW	All regions	All ages	mobile_phone_use	Fixed or mobile camera	194793
2022	NT	All regions	All ages	mobile_phone_use	Police issued	302
2022	QLD	All regions	All ages	mobile_phone_use	Police issued	3487
2022	QLD	All regions	All ages	mobile_phone_use	Fixed or mobile camera	118152
2022	SA	All regions	All ages	mobile_phone_use	Police issued	4583
2022	TAS	All regions	All ages	mobile_phone_use	Police issued	1973
2022	VIC	All regions	All ages	mobile_phone_use	Police issued	19428
2022	WA	All regions	All ages	mobile_phone_use	Police issued	6346
