YEAR,JURISDICTION,LOCATION,AGE_GROUP,METRIC,DETECTION_METHOD,FINES
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,74
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,200
2023,VIC,Remote Australia,17-25,speed_fines,Mobile camera,1
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,6
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,508
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,220
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,27
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1213
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1387
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,297
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,12
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,1
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,152
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,471
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,669
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2051
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,1926
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,762
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,1
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,53
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,131
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,6
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,538
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,222
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,52
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1341
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1624
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,306
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,27
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,6
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,157
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,582
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,731
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2302
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2060
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,932
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,1
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,77
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,186
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,3
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,582
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,157
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,99
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1505
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1858
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,462
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,48
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,8
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,188
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,575
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,770
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2127
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,1945
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,875
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,4
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,102
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,161
2023,VIC,Remote Australia,17-25,speed_fines,Mobile camera,1
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,5
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,510
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,178
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,55
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1242
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1606
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,314
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,13
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,1
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,105
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,497
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,611
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2469
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,1946
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,873
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,75
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,107
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,1
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,452
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,176
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,42
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1586
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,2304
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,480
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,17
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,2
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,38
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,571
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,676
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2907
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2024
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,949
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,4
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,97
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,127
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,1
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,407
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,204
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,83
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1369
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1569
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,335
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,26
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,2
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,55
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,584
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,719
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2779
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2161
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,1046
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,3
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,109
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,141
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,2
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,473
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,194
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,61
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1529
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1749
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,312
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,21
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,10
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,85
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,529
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,706
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,3011
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2190
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,1061
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,2
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,101
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,161
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,3
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,462
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,207
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,70
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1556
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1979
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,381
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,24
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,6
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,132
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,635
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,712
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,2842
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2289
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,1012
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,4
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,100
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,124
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,2
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,491
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,224
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,38
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1468
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1776
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,381
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,14
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,272
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,496
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,674
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,3033
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2213
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,847
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,2
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,89
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,112
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,473
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,223
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,55
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1363
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,1688
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,313
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,31
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,4
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,279
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,562
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,748
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,3632
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2567
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,1075
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,2
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,84
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,142
2023,VIC,Remote Australia,17-25,speed_fines,Mobile camera,1
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,3
2023,ACT,Major Cities of Australia,17-25,speed_fines,Fixed camera,524
2023,ACT,Major Cities of Australia,17-25,speed_fines,Mobile camera,177
2023,ACT,Major Cities of Australia,17-25,speed_fines,Police issued,62
2023,NSW,Inner Regional Australia,17-25,speed_fines,Police issued,1535
2023,NSW,Major Cities of Australia,17-25,speed_fines,Police issued,2158
2023,NSW,Outer Regional Australia,17-25,speed_fines,Police issued,399
2023,NSW,Remote Australia,17-25,speed_fines,Police issued,22
2023,NSW,Very Remote Australia,17-25,speed_fines,Police issued,4
2023,VIC,Inner Regional Australia,17-25,speed_fines,Fixed camera,320
2023,VIC,Inner Regional Australia,17-25,speed_fines,Mobile camera,506
2023,VIC,Inner Regional Australia,17-25,speed_fines,Police issued,967
2023,VIC,Major Cities of Australia,17-25,speed_fines,Fixed camera,3801
2023,VIC,Major Cities of Australia,17-25,speed_fines,Mobile camera,2502
2023,VIC,Major Cities of Australia,17-25,speed_fines,Police issued,1186
2023,VIC,Outer Regional Australia,17-25,speed_fines,Fixed camera,2
2023,VIC,Outer Regional Australia,17-25,speed_fines,Mobile camera,81
2023,VIC,Outer Regional Australia,17-25,speed_fines,Police issued,159
2023,VIC,Remote Australia,17-25,speed_fines,Police issued,6
2023,ACT,Major Cities of Australia,26-39,speed_fines,Fixed camera,1550
2023,ACT,Major Cities of Australia,26-39,speed_fines,Mobile camera,313
2023,ACT,Major Cities of Australia,26-39,speed_fines,Police issued,98
2023,NSW,Inner Regional Australia,26-39,speed_fines,Police issued,2428
2023,NSW,Major Cities of Australia,26-39,speed_fines,Police issued,1989
2023,NSW,Outer Regional Australia,26-39,speed_fines,Police issued,711
2023,NSW,Remote Australia,26-39,speed_fines,Police issued,61
2023,NSW,Very Remote Australia,26-39,speed_fines,Police issued,10
2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,708
2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,10144
2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1524
2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,11589
2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,1827
2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1863
2023,VIC,Outer Regional Australia,26-39,speed_fines,Fixed camera,10
2023,VIC,Outer Regional Australia,26-39,speed_fines,Mobile camera,306
2023,VIC,Outer Regional Australia,26-39,speed_fines,Police issued,379
2023,VIC,Remote Australia,26-39,speed_fines,Mobile camera,1
2023,VIC,Remote Australia,26-39,speed_fines,Police issued,16
2023,ACT,Major Cities of Australia,26-39,speed_fines,Fixed camera,1149
2023,ACT,Major Cities of Australia,26-39,speed_fines,Mobile camera,463
2023,ACT,Major Cities of Australia,26-39,speed_fines,Police issued,52
2023,NSW,Inner Regional Australia,26-39,speed_fines,Police issued,1894
2023,NSW,Major Cities of Australia,26-39,speed_fines,Police issued,1694
2023,NSW,Outer Regional Australia,26-39,speed_fines,Police issued,553
2023,NSW,Remote Australia,26-39,speed_fines,Police issued,29
2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,649
2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,1853
2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1215
2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,8561
2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,8726
2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1464
2023,VIC,Outer Regional Australia,26-39,speed_fines,Fixed camera,5
2023,VIC,Outer Regional Australia,26-39,speed_fines,Mobile camera,251
2023,VIC,Outer Regional Australia,26-39,speed_fines,Police issued,295
2023,VIC,Remote Australia,26-39,speed_fines,Police issued,18
2023,ACT,Major Cities of Australia,26-39,speed_fines,Fixed camera,1172
2023,ACT,Major Cities of Australia,26-39,speed_fines,Mobile camera,532
2023,ACT,Major Cities of Australia,26-39,speed_fines,Police issued,55
2023,NSW,Inner Regional Australia,26-39,speed_fines,Police issued,2088
2023,NSW,Major Cities of Australia,26-39,speed_fines,Police issued,1835
2023,NSW,Outer Regional Australia,26-39,speed_fines,Police issued,575
2023,NSW,Remote Australia,26-39,speed_fines,Police issued,38
2023,NSW,Very Remote Australia,26-39,speed_fines,Police issued,9
2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,741
2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,2056
2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1408
2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,9321
2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,9294
2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1740
2023,VIC,Outer Regional Australia,26-39,speed_fines,Fixed camera,17
2023,VIC,Outer Regional Australia,26-39,speed_fines,Mobile camera,326
2023,VIC,Outer Regional Australia,26-39,speed_fines,Police issued,405
2023,VIC,Remote Australia,26-39,speed_fines,Police issued,8
2023,ACT,Major Cities of Australia,26-39,speed_fines,Fixed camera,1317
2023,ACT,Major Cities of Australia,26-39,speed_fines,Mobile camera,295
2023,ACT,Major Cities of Australia,26-39,speed_fines,Police issued,126
2023,NSW,Inner Regional Australia,26-39,speed_fines,Police issued,2329
2023,NSW,Major Cities of Australia,26-39,speed_fines,Police issued,2231
2023,NSW,Outer Regional Australia,26-39,speed_fines,Police issued,710
2023,NSW,Remote Australia,26-39,speed_fines,Police issued,93
2023,NSW,Very Remote Australia,26-39,speed_fines,Police issued,22
2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,753
2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,2153
2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1379
2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,8718
2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,8560
2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1536
2023,VIC,Outer Regional Australia,26-39,speed_fines,Fixed camera,16
2023,VIC,Outer Regional Australia,26-39,speed_fines,Mobile camera,393
2023,VIC,Outer Regional Australia,26-39,speed_fines,Police issued,328
2023,VIC,Remote Australia,26-39,speed_fines,Mobile camera,1
2023,VIC,Remote Australia,26-39,speed_fines,Police issued,12
2023,ACT,Major Cities of Australia,26-39,speed_fines,Fixed camera,1196
2023,ACT,Major Cities of Australia,26-39,speed_fines,Mobile camera,352
2023,ACT,Major Cities of Australia,26-39,speed_fines,Police issued,52
2023,NSW,Inner Regional Australia,26-39,speed_fines,Police issued,1892
2023,NSW,Major Cities of Australia,26-39,speed_fines,Police issued,1940
2023,NSW,Outer Regional Australia,26-39,speed_fines,Police issued,505
2023,NSW,Remote Australia,26-39,speed_fines,Police issued,24
2023,NSW,Very Remote Australia,26-39,speed_fines,Police issued,4
2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,432
2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,1829
2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1213
2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,9869
2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,8041
2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1609
2023,VIC,Outer Regional Australia,26-39,speed_fines,Fixed camera,6
2023,VIC,Outer Regional Australia,26-39,speed_fines,Mobile camera,299
2023,VIC,Outer Regional Australia,26-39,speed_fines,Police issued,187
2023,VIC,Remote Australia,26-39,speed_fines,Police issued,6
2023,ACT,Major Cities of Australia,26-39,speed_fines,Fixed camera,1108
2023,ACT,Major Cities of Australia,26-39,speed_fines,Mobile camera,404
2023,ACT,Major Cities of Australia,26-39,speed_fines,Police issued,47
2023,NSW,Inner Regional Australia,26-39,speed_fines,Police issued,2494
2023,NSW,Major Cities of Australia,26-39,speed_fines,Police issued,2791
2023,NSW,Outer Regional Australia,26-39,speed_fines,Police issued,763
2023,NSW,Remote Australia,26-39,speed_fines,Police issued,45
2023,NSW,Very Remote Australia,26-39,speed_fines,Police issued,5
2023,VIC,Inner Regional Australia,26-39,speed_fines,Fixed camera,139
2023,VIC,Inner Regional Australia,26-39,speed_fines,Mobile camera,1944
2023,VIC,Inner Regional Australia,26-39,speed_fines,Police issued,1304
2023,VIC,Major Cities of Australia,26-39,speed_fines,Fixed camera,10464
2023,VIC,Major Cities of Australia,26-39,speed_fines,Mobile camera,8418
2023,VIC,Major Cities of Australia,26-39,speed_fines,Police issued,1669
2023,VIC,Outer Regional Australia,26-39,speed_fines,Fixed camera,10
2023,VIC,Outer Regional Australia,26-39,speed_fines,Mobile camera,337
2023,VIC,Outer Regional Australia,26-39,speed_fines,Police issued,316
